DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,FISHPATENT,Fisheries patents,TOT,Total,INVENTION,Inventions,A,Annual,2013,,1708,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,PARTEMP,Part-time employment rate,WOMEN,Women,PC_EMP,% of employment,A,Annual,2013,,26.49311008,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,BOP,Current account balance,TOT,Total,PC_GDP,% of GDP,A,Annual,2013,,-0.01577219,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,TRADEGOODSERV,Trade in goods and services,IMP,Imports,MLN_USD,Million US dollars,A,Annual,2013,,11720753.921,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,TRADEGOODSERV,Trade in goods and services,EXP,Exports,MLN_USD,Million US dollars,A,Annual,2013,,11894477.48,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,EDUADULT,Adult education level,TRY_MEN,"Tertiary, men",PC_25_64,% of 25-64 year-olds,A,Annual,2013,,29.969438,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,NBORNPARTICIP,Native-born participation rates,TOT,Total,PC_NBORNLF,% of native-born labour force,A,Annual,2013,,73,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,TEMPEMP,Temporary employment,TOT,Total,PC_DEPEMP,% of dependent employment,A,Annual,2013,,11.95,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,FBORNUNEMP,Foreign-born unemployment,WOMEN,Women,PC_FBORNLF,% of foreign-born labour force,A,Annual,2013,,14,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,AVWAGE,Average wages,TOT,Total,USD,US dollars,A,Annual,2013,,49137,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,CGEXP,Central government spending,HOUCOMM,Housing and community amenities,PC,Percentage,A,Annual,2013,,0.74,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,CGEXP,Central government spending,EDU,Education,PC,Percentage,A,Annual,2013,,10.28,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,PUBEXPINCAPACITY,Public spending on incapacity,INKIND,In kind,PC_GDP,% of GDP,A,Annual,2013,,0.425,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,PUBEXPINCAPACITY,Public spending on incapacity,INCASH,In cash,PC_GDP,% of GDP,A,Annual,2013,,1.642,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,TEACHINGHR,Teaching hours,PRY,Primary,HR_YEAR,Hours per year,A,Annual,2013,,888.65311,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,FDIRESTR,FDI restrictiveness,FINANSERV,Financial services,RESTR,0 = open	 1 = closed,A,Annual,2013,,0.032,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,FDIRESTR,FDI restrictiveness,DISTRIB,Distribution,RESTR,0 = open	 1 = closed,A,Annual,2013,,0.02,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,FIXWIRED,Fixed broadband subscriptions,DSL,DSL,100HAB,Per 100 inhabitants,A,Annual,2013,,13.594,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,AGRSUPP,Agricultural support,PSE,Producer support (PSE),MLN_EUR,Million Euros,A,Annual,2013,,183436.10812,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,EDUEXPTRY,Spending on tertiary education,PUB,Public,PC_EDUEXP,% of education spending,A,Annual,2013,,68.25448,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,CGEXP,Central government spending,EDU,Education,PC,Percentage,A,Annual,2013,,7.4,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,CGEXP,Central government spending,RECULTREL,"Recreation, culture and religion",PC,Percentage,A,Annual,2013,,0.83,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,AGRSUPP,Agricultural support,GSSE,General services support (GSSE),PC_AGRSUPP,% of total agricultural support,A,Annual,2013,,14.678116847,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,NATINSURANCESH,National insurance market share,TOT,Total,OECDIDX,OECD=100,A,Annual,2013,,100,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,GGEXP,General government spending,TOT,Total,THND_USD_CAP,Thousand US dollars/capita,A,Annual,2013,,16538.45,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,GGCOST,Government production costs,GSUSE,Goods and services used,PC_GDP,% of GDP,A,Annual,2013,,8.9,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,ELECTRICITY,Electricity generation,TOT,Total,GWH,Gigawatt-hours,A,Annual,2013,,10544814,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,MEATCONSUMP,Meat consumption,BEEF,Beef and veal,KG_CAP,Kilograms/capita,A,Annual,2013,,14.048,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,FDISTOCK,FDI stocks,OUTWARD,Outward,MLN_USD,Million US dollars,A,Annual,2013,,20180143.390883,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,SOCEXP,Social spending,PUBNET,Public net,PC_GDP,% of GDP,A,Annual,2013,,18.421,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,CPI,Inflation (CPI),ENRG,Energy,AGRWTH,Annual growth rate (%),A,Annual,2013,,1.279955,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,AIREMISSION,Air and GHG emissions,VOC,Volatile organic compounds (VOC),THND_TONNE,Thousand tonnes,A,Annual,2013,,28212.95,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,CROPYIELD,Crop production,WHEAT,Wheat,TONNE_HA,Tonnes/hectare,A,Annual,2013,,3.841,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,TAXREV,Tax revenue,TOT,Total,PC_GDP,% of GDP,A,Annual,2013,,32.634,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,LFPR,Labour force participation rate,15_24,15-24 year-olds,PC_AGE,% in same age group,A,Annual,2013,,46.1599393659111,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,RENEWABLE,Renewable energy,EXCLUSOLIDBIO,Total excluding solid biofuels,PC_PRYENRGSUPPLY,% of primary energy supply,A,Annual,2013,,5.64,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,WOMENTEACHER,Women teachers,SRY,Secondary,PC_TEACHER,% of teachers,A,Annual,2013,,64.333,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,WOMENTEACHER,Women teachers,EARLYCHILDEDU,Early childhood education,PC_TEACHER,% of teachers,A,Annual,2013,,100.806,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,WATERABST,Water withdrawals,TOT,Total,GROSSABSTRACTIONPCTOTALRR,Gross abstractions as percentage of total renewable resources,A,Annual,2013,,7.48,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,TAXENV,Environmental tax,TRANSPORT,Transport,PC_GDP,% of GDP,A,Annual,2013,,0.43,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,TRADEGOOD,Trade in goods,EXP,Exports,PC_CHGPP,"Percentage change, previous period",A,Annual,2013,,1.5877,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,GRADRATE,Secondary graduation rate,UPPSRY,Upper secondary,PC,Percentage,A,Annual,2013,,79.097,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,GRADRATE,Secondary graduation rate,UPPSRY_MEN,"Upper secondary, men",PC,Percentage,A,Annual,2013,,76.023,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,TAXENV,Environmental tax,ENRG,Energy,PC_TOT_TAX,% of taxation,A,Annual,2013,,3.84,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,WORKEXPOV,Working hours needed to exit poverty,UNEMP_COUPL2CHLD,"Jobless couple, 2 children",HR_AVEWAGE,Hours at average wage,A,Annual,2013,,21,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,WORKEXPOV,Working hours needed to exit poverty,UNEMP_COUPL2CHLD,"Jobless couple, 2 children",HR_67PC_AVEWAGE,Hours at 67% average wage,A,Annual,2013,,32,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,POLLUTIONEXP,Air pollution exposure,EXPOS2PM25,Exposure to PM2.5,PC_POP,% of population,A,Annual,2013,,69.905,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,MININCBEN,Adequacy of minimum income benefits,SNGL2CHLD,"Single, 2 children",PC_MDI,% of median disposable income,A,Annual,2013,,39,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,MININCBEN,Adequacy of minimum income benefits,COUPL2CHLD,"Couple, 2 children",PC_MDI,% of median disposable income,A,Annual,2013,,38,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,FINDISINWKHR,Financial disincentive to increase working hours,AVEWAGE,Earning average wage,PC_EARN,% of earnings,A,Annual,2013,,36,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,MATPROD,Material productivity,TOTMAT,Total materials,USD_KG,US dollars/kilogram,A,Annual,2013,,2.2652,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,HOUSECOST,Housing prices,REAL,Real house prices,IDX2015,2015=100,A,Annual,2013,,94.2715815802043,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,BENUNEMPPC,"Benefits in unemployment, share of previous income",1YEAR,After 1 year,PC_PWI,% of previous in-work income,A,Annual,2013,,45,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,M1,Narrow money (M1),TOT,Total,IDX2015,2015=100,A,Annual,2013,,82.3343,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,WAGELEVEL,Wage levels,HPAY,High pay,PC,Percentage,A,Annual,2013,,22.2653573808954,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,M3,Broad money (M3),TOT,Total,IDX2015,2015=100,A,Annual,2013,,88.57524,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,TRADEGOODSERV,Trade in goods and services,EXP,Exports,PC_GDP,% of GDP,A,Annual,2013,,28.5101435883454,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,EDUPUBEXP,Public spending on education,PRY_NTRY,Primary to post-secondary non-tertiary,PC_GDP,% of GDP,A,Annual,2013,,3.28641,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,EDUPRIVEXP,Private spending on education,TRY,Tertiary,PC_GDP,% of GDP,A,Annual,2013,,0.4897405,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,EDUEXPTRY,Spending on tertiary education,HH,Household,PC_EDUEXP,% of education spending,A,Annual,2013,,20.72675,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,FISHPATENT,Fisheries patents,MARINECAPT,Sea fishing,INVENTION,Inventions,A,Annual,2013,,687.1666667,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,UNEMPEDU,Unemployment rates by education level,BUPPSRY,Below upper secondary,PC_25_64,% of 25-64 year-olds,A,Annual,2013,,13.999311,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,ULC,Unit labour costs,EMP,By persons employed,PC_CHGPP,"Percentage change, previous period",A,Annual,2013,,0.8699134,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,FBORNPARTICIP,Foreign-born participation rates,MEN,Men,PC_FBORNLF,% of foreign-born labour force,A,Annual,2013,,82,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,TEMPEMP,Temporary employment,25_54,25-54 year-olds,PC_DEPEMP,% of dependent employment,A,Annual,2013,,10.05,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,GGEXP,General government spending,TOT,Total,THND_USD_CAP,Thousand US dollars/capita,A,Annual,2013,,17302.88,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,NBORNEMP,Native-born employment,TOT,Total,PC_NBORNPOP,% of native-born population,A,Annual,2013,,66,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,CGEXP,Central government spending,SOCPROT,Social protection,PC,Percentage,A,Annual,2013,,25.22,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,TEACHINGHR,Teaching hours,LOWSRY,Lower secondary,HR_YEAR,Hours per year,A,Annual,2013,,799.23823,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,EMPEDU,Employment by education level,UPPSRY_NTRY,"Upper secondary, non-tertiary",PC_25_64,% of 25-64 year-olds,A,Annual,2013,,72.979905,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,FIXWIRED,Fixed broadband subscriptions,TOT,Total,NBR,Number,A,Annual,2013,,350529171,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,EMPEDU,Employment by education level,TRY,Tertiary,PC_25_64,% of 25-64 year-olds,A,Annual,2013,,83.143064,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,EMPEDU,Employment by education level,BUPPSRY,Below upper secondary,PC_25_64,% of 25-64 year-olds,A,Annual,2013,,54.924169,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,PRYENRGSUPPLY,Primary energy supply,TOT,Total,MLN_TOE,Million toe,A,Annual,2013,,5366.396,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,GDPLTFORECAST,Real GDP long-term forecast,TOT,Total,MLN_USD,Million US dollars,A,Annual,2013,,51490130.2950549,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,MEATCONSUMP,Meat consumption,BEEF,Beef and veal,THND_TONNE,Thousand tonnes,A,Annual,2013,,26991.919,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,NEET,"Youth not in employment, education or training (NEET)",15_19,15-19 year-olds,PC_AGE,% in same age group,A,Annual,2013,,7.75742,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,EDUTRY,Population with tertiary education,25_34,25-34 year-olds,PC_AGE,% in same age group,A,Annual,2013,,39.805366,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,AGRSUPP,Agricultural support,PSE,Producer support (PSE),MLN_USD,Million US dollars,A,Annual,2013,,243510.79032,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,TAXPAYROLL,Tax on payroll,TOT,Total,PC_GDP,% of GDP,A,Annual,2013,,0.43,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,TAXGOODSERV,Tax on goods and services,TOT,Total,PC_TOT_TAX,% of taxation,A,Annual,2013,,33.354,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,PATENT,Triadic patent families,TOT,Total,NBR,Number,A,Annual,2013,,51313.6237,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,GGCOST,Government production costs,TOT,Total,PC_GDP,% of GDP,A,Annual,2013,,21.2,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,GGCOST,Government production costs,COMPEMPLOYEE,Compensation of employees,PC_GDP,% of GDP,A,Annual,2013,,9.49,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,TAXINCOME,Tax on personal income,TOT,Total,PC_TOT_TAX,% of taxation,A,Annual,2013,,22.627,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,ELDLYPOP,Elderly population,TOT,Total,PC_POP,% of population,A,Annual,2013,,15.3255934101698,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,GGREV,General government revenue,TOT,Total,THND_USD_CAP,Thousand US dollars/capita,A,Annual,2013,,14826.62,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,AGRPNPC,Producer protection,TOT,Total,RT,Ratio,A,Annual,2013,,1.0851429819,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,FDIFLOW,FDI flows,OUTWARD,Outward,MLN_USD,Million US dollars,A,Annual,2013,,1003100.5679525,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,WASTEMUN,Municipal waste,TOT,Total,THND_TONNE,Thousand tonnes,A,Annual,2013,,669895.69,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,CROPYIELD,Crop production,RICE,Rice,TONNE_HA,Tonnes/hectare,A,Annual,2013,,4.938,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,AGRSUPP,Agricultural support,PSE,Producer support (PSE),PC_GFARM,% of gross farm receipts,A,Annual,2013,,16.515136027,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,LFPR,Labour force participation rate,25_64,25-64 years olds,PC_AGE,% in same age group,A,Annual,2013,,78.7391664812081,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2013,,79.79,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,TEACHERSALARY,Teachers' salaries,LOWSRY_15YREXP,"Lower secondary,15 years' experience",IDX2010,2010=100,A,Annual,2013,,97.132522,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,TEACHER,Teachers by age,SRY_50_OVER,"Secondary, 50 years and over",PC,Percentage,A,Annual,2013,,38.758,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,TEACHER,Teachers by age,PRY_LT30,"Primary, under 30 years",PC,Percentage,A,Annual,2013,,12.394,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,TEACHER,Teachers by age,PRY_50_OVER,"Primary, 50 years and over",PC,Percentage,A,Annual,2013,,32.603,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,ENROLMENT,Enrolment rate in secondary and tertiary education,AGE_19,19 year-olds,PC_AGE,% in same age group,A,Annual,2013,,61.606,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,ENROLMENT,Enrolment rate in secondary and tertiary education,AGE_18,18 year-olds,PC_AGE,% in same age group,A,Annual,2013,,78.067,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,ENROLMENT,Enrolment rate in secondary and tertiary education,AGE_17,17 year-olds,PC_AGE,% in same age group,A,Annual,2013,,91.148,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,GRADRATEFIELD,Tertiary graduates by field,SOC_SCI,Social sciences,PC,Percentage,A,Annual,2013,,10.519,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,GRADRATE,Secondary graduation rate,P_SRY_NTRY,Post-secondary non-tertiary,PC,Percentage,A,Annual,2013,,4.402,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,FINDISINWORK,Financial disincentive to return to work,AVEWAGE,Earning average wage,PC_EARN,% of earnings,A,Annual,2013,,68.3,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,STUDPERTEACHER,Students per teaching staff,TRY,Tertiary,RT,Ratio,A,Annual,2013,,15.977,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,STUDPERTEACHER,Students per teaching staff,PRY,Primary,RT,Ratio,A,Annual,2013,,14.952,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,2013,,13.022,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,PPI,Producer price indices (PPI),DOMESTIC,"Manufacturing, domestic market",IDX2015,2015=100,A,Annual,2013,,101.9946,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,CPI,Inflation (CPI),TOT,Total,IDX2015,2015=100,A,Annual,2013,,97.60256,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,CROPYIELD,Crop production,SOYBEAN,Soybean,TONNE_HA,Tonnes/hectare,A,Annual,2013,,2.936,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,TRADEGOODSERV,Trade in goods and services,IMP,Imports,PC_GDP,% of GDP,A,Annual,2013,,28.6489516063933,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,TAXREV,Tax revenue,TOT,Total,MLN_USD,Million US dollars,A,Annual,2013,,394.063,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,LFPR,Labour force participation rate,15_64,15-64 year-olds,PC_AGE,% in same age group,A,Annual,2013,,71.0556138404812,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,HOUSECOST,Housing prices,PRICERENT,Price to rent ratio,IDX2015,2015=100,A,Annual,2018,,108.945215590118,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,TAXENV,Environmental tax,ENRG,Energy,PC_GDP,% of GDP,A,Annual,2018,,1.09,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,CPI,Inflation (CPI),TOT_FOODENRG,"Total less food, less energy",IDX2015,2015=100,A,Annual,2018,,106.0239,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,CROPYIELD,Crop production,MAIZE,Maize,THND_TONNE,Thousand tonnes,A,Annual,2018,,483332.08,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,WAGELEVEL,Wage levels,LPAY,Low pay,PC,Percentage,A,Annual,2018,,13.6643865648884,,A,,,,,,,	
